objectid,filename,format,subject,latitude,longitude,title,date,creator,description,rights,licenseurl,repository,citation,url
uaa-1969-012-118,https://archive.org/download/uaa-1969-012-118/uaa-1969-012-118.jpg,image/jpeg,Groundbreaking/Construction,,,Arts Building Sod turning ceremony,1909,University of Alberta Archives,"Arts Building, Sod-turning ceremony, September 29, 1909. Completing circuit of building.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-118, Arts Building Sod turning ceremony, 1909",https://archive.org/details/uaa-1969-012-118
UAA-1969-012-119,https://archive.org/download/UAA-1969-012-119/UAA-1969-012-119.jpg,image/jpeg,Groundbreaking/Construction; Animals,,,"Arts Building, Sod turning ceremony",1909,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-119, Arts Building, Sod turning ceremony, 1909",https://archive.org/details/UAA-1969-012-119
uaa-1969-012-121,https://archive.org/download/uaa-1969-012-121/uaa-1969-012-121.jpg,image/jpeg,Groundbreaking/Construction,,,Arts Building Sod turning ceremony,1909,University of Alberta Archives,"Arts Building. Sod turning ceremony. Completion of circuit of building (another view). September 29,1909.",Public Domain,http://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-012-121, Arts Building Sod turning ceremony, 1909",https://archive.org/details/uaa-1969-012-121
UAA-1969-132-001,https://archive.org/download/UAA-1969-132-001/UAA-1969-132-001.jpg,image/jpeg,Student Government; President; Women,53.5467,-113.4937,First Student Council Executive,1909,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-132-001, First Student Council Executive, 1909",https://archive.org/details/UAA-1969-132-001
UAA-1969-153-010,https://archive.org/download/UAA-1969-153-010/UAA-1969-153-010.jpg,image/jpeg,Military; Parades; President,43.6532,-79.3832,C.O.T.C. Parade,1910,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-153-010, C.O.T.C. Parade, 1910",https://archive.org/details/UAA-1969-153-010
UAA-1976-025-338,https://archive.org/download/UAA-1976-025-338/UAA-1976-025-338.jpg,image/jpeg,Buildings; Groundbreaking/Construction,43.6533,-79.3832,Rutherford house under construction,1910,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1976-025-338, Rutherford house under construction, 1910",https://archive.org/details/UAA-1976-025-338
UAA-1969-012-046,https://archive.org/download/UAA-1969-012-046/UAA-1969-012-046.jpg,image/jpeg,Student Initiation,43.6534,-79.3832,Freshman initiation,1911,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-046, Freshman initiation, 1911",https://archive.org/details/UAA-1969-012-046
UAA-1977-177,https://archive.org/download/UAA-1977-177/UAA-1977-177.jpg,image/jpeg,Groundbreaking/Construction; Buildings,43.6535,-79.3832,Construction of Athabasca Hall,1911,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1977-177, Construction of Athabasca Hall, 1911",https://archive.org/details/UAA-1977-177
uaa-1969-010-001,https://archive.org/download/uaa-1969-010-001/UAA-1969-010-001.jpg,image/jpeg,Buildings; Groundbreaking/Construction,,,Site of Arts Building,1912,University of Alberta Archives,"Site of UA Arts Building. Legislature and High level bridge under construction in background, 1912",Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-010-001, Site of Arts Building, 1912",https://archive.org/details/uaa-1969-010-001
UAA-1969-012-028,https://archive.org/download/UAA-1969-012-028/UAA-1969-012-028.jpg,image/jpeg,Class Photos; Convocation,43.6537,-79.3832,Graduating class 1912,1912,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-028, Graduating class 1912, 1912",https://archive.org/details/UAA-1969-012-028
UAA-1969-012-053,https://archive.org/download/UAA-1969-012-053/UAA-1969-012-053.jpg,image/jpeg,Clubs/Fraternities; Student Life,,,The Debating Quartette,1912,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-053, The Debating Quartette, 1912",https://archive.org/details/UAA-1969-012-053
UAA-1969-012-065,https://archive.org/download/UAA-1969-012-065/UAA-1969-012-065.jpg,image/jpeg,Clubs/Fraternities; Student Life,,,"Philosophical Society, 1911-1912",1912,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-065, Philosophical Society, 1911-1912, 1912",https://archive.org/details/UAA-1969-012-065
UAA-1973-124,https://archive.org/download/UAA-1973-124/UAA-1973-124.jpg,image/jpeg,Quad,43.6538,-79.3832,Campus Plan by Nobbes and Hyde,1912,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1973-124, Campus Plan by Nobbes and Hyde, 1912",https://archive.org/details/UAA-1973-124
uaa-1969-010-003,https://dn790007.ca.archive.org/0/items/uaa-1969-010-003/UAA-1969-010-003.tiff.jpg,image/jpeg,Buildings,,,Athabasca Hall nearing completion,1913,University of Alberta Archives,"First University Building (Athabasca Hall) nearing completion, 1913.",Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, uaa-1969-010-003, Athabasca Hall nearing completion, 1913",https://archive.org/details/uaa-1969-010-003
UAA-1969-012-024,https://archive.org/download/UAA-1969-012-024/UAA-1969-012-024.jpg,image/jpeg,President; Faculty/Staff; Buildings,43.6539,-79.3832,Academic Staff,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-024, Academic Staff, 1913",https://archive.org/details/UAA-1969-012-024
UAA-1969-012-040,https://archive.org/download/UAA-1969-012-040/UAA-1969-012-040.jpg,image/jpeg,Student Initiation; Animals; Buildings,43.6540,-79.3832,Freshman initiation,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-040, Freshman initiation, 1913",https://archive.org/details/UAA-1969-012-040
UAA-1969-012-041,https://archive.org/download/UAA-1969-012-041/UAA-1969-012-041.jpg,image/jpeg,Student Initiation,43.6541,-79.3832,Freshman initiation,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-041, Freshman initiation, 1913",https://archive.org/details/UAA-1969-012-041
UAA-1978-009-002,https://archive.org/download/UAA-1978-009-002/UAA-1978-009-002.jpg,image/jpeg,Buildings; President,43.6542,-79.3832,Dr. Tory's House,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1978-009-002, Dr. Tory's House, 1913",https://archive.org/details/UAA-1978-009-002
UAA-1978-009-004,https://archive.org/download/UAA-1978-009-004/UAA-1978-009-004.jpg,image/jpeg,Buildings; Groundbreaking/Construction,,,Strathcona Hospital under construction,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1978-009-004, Strathcona Hospital under construction, 1913",https://archive.org/details/UAA-1978-009-004
UAA-1978-036-001,https://archive.org/download/UAA-1978-036-001/UAA-1978-036-001.jpg,image/jpeg,Class Photos; Faculty/Staff; Sciences/Engineering,,,First Graduating Class in Applied Science,1913,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1978-036-001, First Graduating Class in Applied Science, 1913",https://archive.org/details/UAA-1978-036-001
UAA-1969-012-054,https://archive.org/download/UAA-1969-012-054/UAA-1969-012-054.jpg,image/jpeg,Clubs/Fraternities; Student Life,43.6543,-79.3832,Executive of the Debating Union,1914,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-054, Executive of the Debating Union, 1914",https://archive.org/details/UAA-1969-012-054
UAA-1969-012-094,https://archive.org/download/UAA-1969-012-094/UAA-1969-012-094.jpg,image/jpeg,Class Photos; President,,,"Faculty of Medicine First Graduating Class, 1913-1914",1914,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-094, Faculty of Medicine First Graduating Class, 1913-1914, 1914",https://archive.org/details/UAA-1969-012-094
UAA-1969-012-109,https://archive.org/download/UAA-1969-012-109/UAA-1969-012-109.jpg,image/jpeg,Buildings; Education,43.6544,-79.3832,"Alberta Teachers' Summer School, Experimental Garden",1914,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-109, Alberta Teachers' Summer School, Experimental Garden, 1914",https://archive.org/details/UAA-1969-012-109
UAA-1998-036-028,https://archive.org/download/UAA-1998-036-028/UAA-1998-036-028.jpg,image/jpeg,Buildings; Groundbreaking/Construction,43.6546,-79.3832,Arts Building construction,1914,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1998-036-028, Arts Building construction, 1914",https://archive.org/details/UAA-1998-036-028
UAA-1969-012-064,https://archive.org/download/UAA-1969-012-064/UAA-1969-012-064.jpg,image/jpeg,Clubs/Fraternities; Student Life,43.6547,-79.3832,"University Orchestra, 1914-1915",1915,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-064, University Orchestra, 1914-1915, 1915",https://archive.org/details/UAA-1969-012-064
UAA-1969-012-096,https://archive.org/download/UAA-1969-012-096/UAA-1969-012-096.jpg,image/jpeg,Class Photos; President,,,"School of Pharmacy, First Year Class, 1914-1915",1915,,,Public Domain,https://creativecommons.org/publicdomain/mark/1.0/,University of Alberta Archives,"University of Alberta Archives, UAA-1969-012-096, School of Pharmacy, First Year Class, 1914-1915, 1915",https://archive.org/details/UAA-1969-012-096
